entry_idx,entry_price,entry_time,direction,signal,lot_size,stop_loss,take_profit,confidence,exit_type,exit_price,exit_time,exit_idx,pnl
2071,104248.64,2025-01-22 13:45:00,BUY,1,1.2,104248.63,104248.67,66.66666666666666,SL,103956.385,2025-01-22 14:00:00,2072,-119.99999993713573
2072,103956.385,2025-01-22 14:00:00,BUY,1,1.2,103956.375,103956.415,66.66666666666666,TP,104304.89,2025-01-22 14:15:00,2073,359.99999998603016
2080,103934.3625,2025-01-22 16:00:00,BUY,1,1.2,103934.35250000001,103934.3925,66.66666666666666,SL,103863.0975,2025-01-22 16:15:00,2081,-119.99999993713573
2081,103863.0975,2025-01-22 16:15:00,BUY,1,1.2,103863.08750000001,103863.1275,66.66666666666666,SL,103658.57,2025-01-22 16:30:00,2082,-119.99999993713573
2082,103658.57,2025-01-22 16:30:00,BUY,1,1.2,103658.56000000001,103658.6,66.66666666666666,SL,103554.9875,2025-01-22 16:45:00,2083,-119.99999993713573
2083,103554.9875,2025-01-22 16:45:00,BUY,1,1.2,103554.97750000001,103555.0175,66.66666666666666,TP,103913.905,2025-01-22 17:00:00,2084,359.99999998603016
2086,104347.305,2025-01-22 17:30:00,SELL,-1,1.2,104347.31499999999,104347.275,66.66666666666666,SL,104369.3275,2025-01-22 17:45:00,2087,-119.99999993713573
2087,104369.3275,2025-01-22 17:45:00,BUY,1,1.2,104369.3175,104369.3575,66.66666666666666,TP,104449.465,2025-01-22 18:00:00,2088,359.99999998603016
2088,104449.465,2025-01-22 18:00:00,SELL,-1,1.2,104449.47499999999,104449.435,66.66666666666666,TP,104351.205,2025-01-22 18:15:00,2089,359.99999998603016
2095,104551.5275,2025-01-22 19:45:00,SELL,-1,1.2,104551.53749999999,104551.4975,66.66666666666666,SL,104592.8825,2025-01-22 20:00:00,2096,-119.99999993713573
2096,104592.8825,2025-01-22 20:00:00,SELL,-1,1.2,104592.8925,104592.85250000001,100.0,TP,104470.17,2025-01-22 20:15:00,2097,359.99999998603016
2099,104251.3725,2025-01-22 20:45:00,SELL,-1,1.2,104251.38249999999,104251.3425,66.66666666666666,TP,104059.1225,2025-01-22 21:00:00,2100,359.99999998603016
2100,104059.1225,2025-01-22 21:00:00,SELL,-1,1.2,104059.13249999999,104059.0925,66.66666666666666,TP,103811.305,2025-01-22 21:15:00,2101,359.99999998603016
2101,103811.305,2025-01-22 21:15:00,SELL,-1,1.2,103811.31499999999,103811.275,66.66666666666666,SL,103956.9975,2025-01-22 21:30:00,2102,-119.99999993713573
2109,103862.6475,2025-01-22 23:15:00,SELL,-1,1.2,103862.6575,103862.61750000001,66.66666666666666,TP,103825.2675,2025-01-22 23:30:00,2110,359.99999998603016
2110,103825.2675,2025-01-22 23:30:00,SELL,-1,1.2,103825.2775,103825.2375,66.66666666666666,TP,103740.99,2025-01-22 23:45:00,2111,359.99999998603016
2111,103740.99,2025-01-22 23:45:00,BUY,1,1.2,103740.98000000001,103741.02,66.66666666666666,SL,103630.1175,2025-01-23 00:00:00,2112,-119.99999993713573
2112,103630.1175,2025-01-23 00:00:00,BUY,1,1.2,103630.1075,103630.14749999999,66.66666666666666,SL,103391.2575,2025-01-23 00:15:00,2113,-119.99999993713573
2113,103391.2575,2025-01-23 00:15:00,SELL,-1,1.2,103391.2675,103391.22750000001,66.66666666666666,TP,103289.1925,2025-01-23 00:30:00,2114,359.99999998603016
2114,103289.1925,2025-01-23 00:30:00,SELL,-1,1.2,103289.2025,103289.1625,66.66666666666666,TP,103176.7925,2025-01-23 00:45:00,2115,359.99999998603016
2115,103176.7925,2025-01-23 00:45:00,SELL,-1,1.2,103176.80249999999,103176.7625,66.66666666666666,TP,103165.125,2025-01-23 01:00:00,2116,359.99999998603016
2116,103165.125,2025-01-23 01:00:00,BUY,1,1.2,103165.115,103165.155,66.66666666666666,TP,103264.1,2025-01-23 01:15:00,2117,359.99999998603016
2121,102269.34,2025-01-23 02:15:00,BUY,1,1.2,102269.33,102269.37,66.66666666666666,SL,102226.845,2025-01-23 02:30:00,2122,-119.99999993713573
2122,102226.845,2025-01-23 02:30:00,BUY,1,1.2,102226.835,102226.875,100.0,TP,102436.18,2025-01-23 02:45:00,2123,359.99999998603016
2125,102801.445,2025-01-23 03:15:00,BUY,1,1.2,102801.43500000001,102801.475,66.66666666666666,TP,102841.46,2025-01-23 03:30:00,2126,359.99999998603016
2126,102841.46,2025-01-23 03:30:00,SELL,-1,1.2,102841.47,102841.43000000001,66.66666666666666,TP,102520.755,2025-01-23 03:45:00,2127,359.99999998603016
2129,101893.52,2025-01-23 04:15:00,SELL,-1,1.2,101893.53,101893.49,66.66666666666666,TP,101668.705,2025-01-23 04:30:00,2130,359.99999998603016
2130,101668.705,2025-01-23 04:30:00,BUY,1,1.2,101668.695,101668.735,66.66666666666666,TP,101818.02,2025-01-23 04:45:00,2131,359.99999998603016
2133,101986.94,2025-01-23 05:15:00,BUY,1,1.2,101986.93000000001,101986.97,66.66666666666666,TP,102141.2775,2025-01-23 05:30:00,2134,359.99999998603016
2134,102141.2775,2025-01-23 05:30:00,SELL,-1,1.2,102141.28749999999,102141.2475,66.66666666666666,SL,102389.295,2025-01-23 05:45:00,2135,-119.99999993713573
2135,102389.295,2025-01-23 05:45:00,BUY,1,1.2,102389.285,102389.325,66.66666666666666,TP,102610.6225,2025-01-23 06:00:00,2136,359.99999998603016
2136,102610.6225,2025-01-23 06:00:00,BUY,1,1.2,102610.6125,102610.6525,66.66666666666666,TP,102714.09,2025-01-23 06:15:00,2137,359.99999998603016
2137,102714.09,2025-01-23 06:15:00,SELL,-1,1.2,102714.09999999999,102714.06,66.66666666666666,TP,102635.655,2025-01-23 06:30:00,2138,359.99999998603016
2140,102177.345,2025-01-23 07:00:00,SELL,-1,1.2,102177.355,102177.315,66.66666666666666,SL,102248.02,2025-01-23 07:15:00,2141,-119.99999993713573
2143,102473.85,2025-01-23 07:45:00,BUY,1,1.2,102473.84000000001,102473.88,66.66666666666666,SL,102452.9475,2025-01-23 08:00:00,2144,-119.99999993713573
2146,102268.61,2025-01-23 08:30:00,SELL,-1,1.2,102268.62,102268.58,66.66666666666666,TP,102198.38,2025-01-23 08:45:00,2147,359.99999998603016
2147,102198.38,2025-01-23 08:45:00,BUY,1,1.2,102198.37000000001,102198.41,66.66666666666666,TP,102221.4275,2025-01-23 09:00:00,2148,359.99999998603016
2152,101650.2575,2025-01-23 10:00:00,BUY,1,1.2,101650.24750000001,101650.2875,100.0,TP,101825.425,2025-01-23 10:15:00,2153,359.99999998603016
2160,101832.335,2025-01-23 12:00:00,BUY,1,1.2,101832.32500000001,101832.365,66.66666666666666,SL,101591.0875,2025-01-23 12:15:00,2161,-119.99999993713573
2161,101591.0875,2025-01-23 12:15:00,SELL,-1,1.2,101591.09749999999,101591.0575,66.66666666666666,SL,101594.7975,2025-01-23 12:30:00,2162,-119.99999993713573
2168,102303.9725,2025-01-23 14:00:00,SELL,-1,1.2,102303.9825,102303.9425,66.66666666666666,TP,102210.1225,2025-01-23 14:15:00,2169,359.99999998603016
2176,105888.0125,2025-01-23 16:00:00,SELL,-1,1.2,105888.02249999999,105887.9825,66.66666666666666,SL,106205.42,2025-01-23 16:15:00,2177,-119.99999993713573
2177,106205.42,2025-01-23 16:15:00,SELL,-1,1.2,106205.43,106205.39,66.66666666666666,TP,105985.5375,2025-01-23 16:30:00,2178,359.99999998603016
2180,104847.675,2025-01-23 17:00:00,SELL,-1,1.2,104847.685,104847.645,66.66666666666666,SL,105027.84,2025-01-23 17:15:00,2181,-119.99999993713573
2183,105870.855,2025-01-23 17:45:00,SELL,-1,1.2,105870.86499999999,105870.825,66.66666666666666,TP,105663.81,2025-01-23 18:00:00,2184,359.99999998603016
2186,105547.125,2025-01-23 18:30:00,SELL,-1,1.2,105547.135,105547.095,66.66666666666666,TP,105406.255,2025-01-23 18:45:00,2187,359.99999998603016
2187,105406.255,2025-01-23 18:45:00,SELL,-1,1.2,105406.265,105406.225,66.66666666666666,TP,105230.26499999998,2025-01-23 19:00:00,2188,359.99999998603016
2188,105230.26499999998,2025-01-23 19:00:00,SELL,-1,1.2,105230.27499999998,105230.23499999999,66.66666666666666,TP,104891.7775,2025-01-23 19:15:00,2189,359.99999998603016
2189,104891.7775,2025-01-23 19:15:00,BUY,1,1.2,104891.7675,104891.8075,66.66666666666666,SL,104776.07249999998,2025-01-23 19:30:00,2190,-119.99999993713573
2190,104776.07249999998,2025-01-23 19:30:00,SELL,-1,1.2,104776.08249999997,104776.04249999998,66.66666666666666,TP,104180.0525,2025-01-23 19:45:00,2191,359.99999998603016
2191,104180.0525,2025-01-23 19:45:00,SELL,-1,1.2,104180.0625,104180.0225,66.66666666666666,SL,104441.215,2025-01-23 20:00:00,2192,-119.99999993713573
2194,105249.60499999998,2025-01-23 20:30:00,SELL,-1,1.2,105249.61499999998,105249.57499999998,66.66666666666666,TP,103956.8475,2025-01-23 20:45:00,2195,359.99999998603016
2197,102791.04,2025-01-23 21:15:00,BUY,1,1.2,102791.03,102791.06999999999,100.0,TP,102823.7025,2025-01-23 21:30:00,2198,359.99999998603016
2200,103380.4125,2025-01-23 22:00:00,BUY,1,1.2,103380.40250000001,103380.4425,66.66666666666666,TP,103823.4875,2025-01-23 22:15:00,2201,359.99999998603016
2201,103823.4875,2025-01-23 22:15:00,BUY,1,1.2,103823.47750000001,103823.5175,66.66666666666666,TP,104178.78250000002,2025-01-23 22:30:00,2202,359.99999998603016
2202,104178.78250000002,2025-01-23 22:30:00,SELL,-1,1.2,104178.79250000001,104178.75250000002,66.66666666666666,TP,103999.3225,2025-01-23 22:45:00,2203,359.99999998603016
2208,103921.045,2025-01-24 00:00:00,BUY,1,1.2,103921.035,103921.075,66.66666666666666,SL,103729.1275,2025-01-24 00:15:00,2209,-119.99999993713573
2209,103729.1275,2025-01-24 00:15:00,BUY,1,1.2,103729.11750000001,103729.1575,66.66666666666666,SL,103638.88,2025-01-24 00:30:00,2210,-119.99999993713573
2210,103638.88,2025-01-24 00:30:00,BUY,1,1.2,103638.87000000001,103638.91,66.66666666666666,SL,103552.5375,2025-01-24 00:45:00,2211,-119.99999993713573
2211,103552.5375,2025-01-24 00:45:00,SELL,-1,1.2,103552.5475,103552.5075,66.66666666666666,TP,103513.765,2025-01-24 01:00:00,2212,359.99999998603016
2212,103513.765,2025-01-24 01:00:00,BUY,1,1.2,103513.755,103513.795,100.0,TP,103626.1475,2025-01-24 01:15:00,2213,359.99999998603016
2216,103161.0225,2025-01-24 02:00:00,BUY,1,1.2,103161.01250000001,103161.0525,100.0,TP,103292.7425,2025-01-24 02:15:00,2217,359.99999998603016
2222,103802.7,2025-01-24 03:30:00,BUY,1,1.2,103802.69,103802.73,66.66666666666666,TP,103983.43,2025-01-24 03:45:00,2223,359.99999998603016
2223,103983.43,2025-01-24 03:45:00,SELL,-1,1.2,103983.43999999999,103983.4,100.0,TP,103932.62,2025-01-24 04:00:00,2224,359.99999998603016
2227,104566.6775,2025-01-24 04:45:00,SELL,-1,1.2,104566.6875,104566.6475,66.66666666666666,SL,104748.6875,2025-01-24 05:00:00,2228,-119.99999993713573
2228,104748.6875,2025-01-24 05:00:00,SELL,-1,1.2,104748.6975,104748.6575,66.66666666666666,SL,104840.64,2025-01-24 05:15:00,2229,-119.99999993713573
2229,104840.64,2025-01-24 05:15:00,SELL,-1,1.2,104840.65,104840.61,66.66666666666666,SL,104893.645,2025-01-24 05:30:00,2230,-119.99999993713573
2230,104893.645,2025-01-24 05:30:00,SELL,-1,1.2,104893.655,104893.615,66.66666666666666,SL,105049.655,2025-01-24 05:45:00,2231,-119.99999993713573
2231,105049.655,2025-01-24 05:45:00,BUY,1,1.2,105049.645,105049.685,66.66666666666666,TP,105085.14,2025-01-24 06:00:00,2232,359.99999998603016
2232,105085.14,2025-01-24 06:00:00,SELL,-1,1.2,105085.15,105085.11,66.66666666666666,TP,104892.435,2025-01-24 06:15:00,2233,359.99999998603016
2240,105086.7325,2025-01-24 08:00:00,SELL,-1,1.2,105086.7425,105086.7025,66.66666666666666,SL,105365.0075,2025-01-24 08:15:00,2241,-119.99999993713573
2241,105365.0075,2025-01-24 08:15:00,BUY,1,1.2,105364.99750000001,105365.0375,66.66666666666666,TP,105463.5325,2025-01-24 08:30:00,2242,359.99999998603016
2242,105463.5325,2025-01-24 08:30:00,SELL,-1,1.2,105463.5425,105463.5025,66.66666666666666,TP,105432.1725,2025-01-24 08:45:00,2243,359.99999998603016
2248,105171.2625,2025-01-24 10:00:00,BUY,1,1.2,105171.2525,105171.2925,66.66666666666666,TP,105189.74,2025-01-24 10:15:00,2249,359.99999998603016
2251,105309.175,2025-01-24 10:45:00,SELL,-1,1.2,105309.185,105309.145,66.66666666666666,SL,105389.545,2025-01-24 11:00:00,2252,-119.99999993713573
2252,105389.545,2025-01-24 11:00:00,SELL,-1,1.2,105389.555,105389.515,66.66666666666666,SL,105412.7525,2025-01-24 11:15:00,2253,-119.99999993713573
2253,105412.7525,2025-01-24 11:15:00,SELL,-1,1.2,105412.7625,105412.7225,66.66666666666666,TP,105307.1375,2025-01-24 11:30:00,2254,359.99999998603016
2262,105138.05,2025-01-24 13:30:00,SELL,-1,1.2,105138.06,105138.02,66.66666666666666,TP,105087.5675,2025-01-24 13:45:00,2263,359.99999998603016
2263,105087.5675,2025-01-24 13:45:00,SELL,-1,1.2,105087.5775,105087.5375,66.66666666666666,TP,105033.07,2025-01-24 14:00:00,2264,359.99999998603016
2264,105033.07,2025-01-24 14:00:00,BUY,1,1.2,105033.06000000001,105033.1,66.66666666666666,TP,105128.0575,2025-01-24 14:15:00,2265,359.99999998603016
2267,105954.0225,2025-01-24 14:45:00,BUY,1,1.2,105954.01250000001,105954.0525,66.66666666666666,SL,105678.1775,2025-01-24 15:00:00,2268,-119.99999993713573
2272,105922.6075,2025-01-24 16:00:00,SELL,-1,1.2,105922.6175,105922.5775,66.66666666666666,SL,105989.59,2025-01-24 16:15:00,2273,-119.99999993713573
2273,105989.59,2025-01-24 16:15:00,SELL,-1,1.2,105989.59999999999,105989.56,66.66666666666666,SL,106017.655,2025-01-24 16:30:00,2274,-119.99999993713573
2274,106017.655,2025-01-24 16:30:00,SELL,-1,1.2,106017.665,106017.625,100.0,TP,105861.29,2025-01-24 16:45:00,2275,359.99999998603016
2279,106479.745,2025-01-24 17:45:00,SELL,-1,1.2,106479.75499999999,106479.715,66.66666666666666,SL,106677.29750000002,2025-01-24 18:00:00,2280,-119.99999993713573
2280,106677.29750000002,2025-01-24 18:00:00,SELL,-1,1.2,106677.30750000001,106677.26750000002,66.66666666666666,SL,106883.955,2025-01-24 18:15:00,2281,-119.99999993713573
2281,106883.955,2025-01-24 18:15:00,SELL,-1,1.2,106883.965,106883.925,66.66666666666666,TP,106844.0125,2025-01-24 18:30:00,2282,359.99999998603016
2284,106259.135,2025-01-24 19:00:00,SELL,-1,1.2,106259.14499999999,106259.105,66.66666666666666,TP,106257.7325,2025-01-24 19:15:00,2285,359.99999998603016
2285,106257.7325,2025-01-24 19:15:00,BUY,1,1.2,106257.7225,106257.7625,66.66666666666666,SL,106161.07249999998,2025-01-24 19:30:00,2286,-119.99999993713573
2286,106161.07249999998,2025-01-24 19:30:00,BUY,1,1.2,106161.06249999999,106161.10249999998,66.66666666666666,SL,105832.8675,2025-01-24 19:45:00,2287,-119.99999993713573
2287,105832.8675,2025-01-24 19:45:00,BUY,1,1.2,105832.8575,105832.89749999999,66.66666666666666,SL,105705.345,2025-01-24 20:00:00,2288,-119.99999993713573
2288,105705.345,2025-01-24 20:00:00,BUY,1,1.2,105705.335,105705.375,66.66666666666666,SL,105404.25,2025-01-24 20:15:00,2289,-119.99999993713573
2289,105404.25,2025-01-24 20:15:00,BUY,1,1.2,105404.24,105404.28,66.66666666666666,SL,105059.69,2025-01-24 20:30:00,2290,-119.99999993713573
2290,105059.69,2025-01-24 20:30:00,SELL,-1,1.2,105059.7,105059.66,66.66666666666666,TP,104952.56,2025-01-24 20:45:00,2291,359.99999998603016
2291,104952.56,2025-01-24 20:45:00,BUY,1,1.2,104952.55,104952.59,100.0,TP,104971.2575,2025-01-24 21:00:00,2292,359.99999998603016
2294,105170.29,2025-01-24 21:30:00,SELL,-1,1.2,105170.29999999999,105170.26,66.66666666666666,TP,105112.02,2025-01-24 21:45:00,2295,359.99999998603016
2299,104941.295,2025-01-24 22:45:00,SELL,-1,1.2,104941.305,104941.265,66.66666666666666,TP,104635.54750000002,2025-01-24 23:00:00,2300,359.99999998603016
2300,104635.54750000002,2025-01-24 23:00:00,SELL,-1,1.2,104635.55750000001,104635.51750000002,66.66666666666666,TP,104515.6225,2025-01-24 23:15:00,2301,359.99999998603016
2301,104515.6225,2025-01-24 23:15:00,BUY,1,1.2,104515.6125,104515.6525,66.66666666666666,TP,104568.625,2025-01-24 23:30:00,2302,359.99999998603016
2306,104529.735,2025-01-25 00:30:00,BUY,1,1.2,104529.725,104529.765,66.66666666666666,SL,104420.0725,2025-01-25 00:45:00,2307,-119.99999993713573
2307,104420.0725,2025-01-25 00:45:00,SELL,-1,1.2,104420.08249999999,104420.0425,66.66666666666666,SL,104422.9675,2025-01-25 01:00:00,2308,-119.99999993713573
2310,104662.0125,2025-01-25 01:30:00,BUY,1,1.2,104662.0025,104662.0425,100.0,TP,104666.7575,2025-01-25 01:45:00,2311,359.99999998603016
2311,104666.7575,2025-01-25 01:45:00,SELL,-1,1.2,104666.7675,104666.72750000001,66.66666666666666,TP,104601.625,2025-01-25 02:00:00,2312,359.99999998603016
2316,104464.11,2025-01-25 03:00:00,BUY,1,1.2,104464.1,104464.14,66.66666666666666,TP,104538.17,2025-01-25 03:15:00,2317,359.99999998603016
2319,104956.8375,2025-01-25 03:45:00,BUY,1,1.2,104956.8275,104956.8675,66.66666666666666,TP,105009.9375,2025-01-25 04:00:00,2320,359.99999998603016
2320,105009.9375,2025-01-25 04:00:00,SELL,-1,1.2,105009.9475,105009.9075,66.66666666666666,TP,104858.5875,2025-01-25 04:15:00,2321,359.99999998603016
2323,104668.1,2025-01-25 04:45:00,SELL,-1,1.2,104668.11,104668.07,66.66666666666666,TP,104471.0325,2025-01-25 05:00:00,2324,359.99999998603016
2324,104471.0325,2025-01-25 05:00:00,BUY,1,1.2,104471.0225,104471.0625,66.66666666666666,SL,104445.48500000002,2025-01-25 05:15:00,2325,-119.99999993713573
2325,104445.48500000002,2025-01-25 05:15:00,BUY,1,1.2,104445.47500000002,104445.51500000001,100.0,TP,104505.675,2025-01-25 05:30:00,2326,359.99999998603016
2329,104251.81,2025-01-25 06:15:00,BUY,1,1.2,104251.8,104251.84,66.66666666666666,SL,104225.62,2025-01-25 06:30:00,2330,-119.99999993713573
2330,104225.62,2025-01-25 06:30:00,SELL,-1,1.2,104225.62999999999,104225.59,66.66666666666666,TP,104217.41,2025-01-25 06:45:00,2331,359.99999998603016
2331,104217.41,2025-01-25 06:45:00,BUY,1,1.2,104217.40000000001,104217.44,66.66666666666666,TP,104277.9525,2025-01-25 07:00:00,2332,359.99999998603016
2341,104244.585,2025-01-25 09:15:00,BUY,1,1.2,104244.57500000001,104244.615,100.0,TP,104286.37,2025-01-25 09:30:00,2342,359.99999998603016
2342,104286.37,2025-01-25 09:30:00,BUY,1,1.2,104286.36,104286.4,66.66666666666666,TP,104306.46,2025-01-25 09:45:00,2343,359.99999998603016
2343,104306.46,2025-01-25 09:45:00,SELL,-1,1.2,104306.47,104306.43000000001,66.66666666666666,TP,104230.58,2025-01-25 10:00:00,2344,359.99999998603016
2348,104476.6375,2025-01-25 11:00:00,SELL,-1,1.2,104476.64749999999,104476.6075,66.66666666666666,TP,104401.83,2025-01-25 11:15:00,2349,359.99999998603016
2352,104547.64,2025-01-25 12:00:00,SELL,-1,1.2,104547.65,104547.61,66.66666666666666,TP,104472.9025,2025-01-25 12:15:00,2353,359.99999998603016
2356,104732.3925,2025-01-25 13:00:00,SELL,-1,1.2,104732.4025,104732.3625,100.0,TP,104727.1275,2025-01-25 13:15:00,2357,359.99999998603016
2359,104670.5125,2025-01-25 13:45:00,BUY,1,1.2,104670.5025,104670.5425,66.66666666666666,SL,104583.4475,2025-01-25 14:00:00,2360,-119.99999993713573
2360,104583.4475,2025-01-25 14:00:00,SELL,-1,1.2,104583.45749999999,104583.4175,66.66666666666666,TP,104539.565,2025-01-25 14:15:00,2361,359.99999998603016
2361,104539.565,2025-01-25 14:15:00,SELL,-1,1.2,104539.575,104539.535,66.66666666666666,TP,104509.69,2025-01-25 14:30:00,2362,359.99999998603016
2362,104509.69,2025-01-25 14:30:00,SELL,-1,1.2,104509.7,104509.66,66.66666666666666,TP,104509.2275,2025-01-25 14:45:00,2363,359.99999998603016
2363,104509.2275,2025-01-25 14:45:00,BUY,1,1.2,104509.2175,104509.25749999999,66.66666666666666,TP,104725.3,2025-01-25 15:00:00,2364,359.99999998603016
2371,104605.2075,2025-01-25 16:45:00,BUY,1,1.2,104605.19750000001,104605.2375,66.66666666666666,SL,104583.2025,2025-01-25 17:00:00,2372,-119.99999993713573
2372,104583.2025,2025-01-25 17:00:00,BUY,1,1.2,104583.1925,104583.2325,100.0,TP,104618.315,2025-01-25 17:15:00,2373,359.99999998603016
2375,104694.7525,2025-01-25 17:45:00,BUY,1,1.2,104694.74250000001,104694.7825,100.0,TP,104881.7925,2025-01-25 18:00:00,2376,359.99999998603016
2376,104881.7925,2025-01-25 18:00:00,BUY,1,1.2,104881.7825,104881.8225,66.66666666666666,TP,104923.5175,2025-01-25 18:15:00,2377,359.99999998603016
2377,104923.5175,2025-01-25 18:15:00,SELL,-1,1.2,104923.5275,104923.4875,66.66666666666666,SL,105044.44,2025-01-25 18:30:00,2378,-119.99999993713573
2378,105044.44,2025-01-25 18:30:00,SELL,-1,1.2,105044.45,105044.41,100.0,TP,104954.2375,2025-01-25 18:45:00,2379,359.99999998603016
2388,104900.5575,2025-01-25 21:00:00,SELL,-1,1.2,104900.56749999999,104900.5275,66.66666666666666,SL,104903.07749999998,2025-01-25 21:15:00,2389,-119.99999993713573
2391,104981.6,2025-01-25 21:45:00,BUY,1,1.2,104981.59000000001,104981.63,66.66666666666666,TP,105089.73249999998,2025-01-25 22:00:00,2392,359.99999998603016
2392,105089.73249999998,2025-01-25 22:00:00,SELL,-1,1.2,105089.74249999998,105089.70249999998,100.0,TP,105025.665,2025-01-25 22:15:00,2393,359.99999998603016
2398,104889.7575,2025-01-25 23:30:00,SELL,-1,1.2,104889.7675,104889.72750000001,66.66666666666666,TP,104757.63,2025-01-25 23:45:00,2399,359.99999998603016
2399,104757.63,2025-01-25 23:45:00,SELL,-1,1.2,104757.64,104757.6,66.66666666666666,TP,104711.79,2025-01-26 00:00:00,2400,359.99999998603016
2400,104711.79,2025-01-26 00:00:00,SELL,-1,1.2,104711.79999999999,104711.76,66.66666666666666,TP,104664.1475,2025-01-26 00:15:00,2401,359.99999998603016
2401,104664.1475,2025-01-26 00:15:00,SELL,-1,1.2,104664.1575,104664.11750000001,66.66666666666666,TP,104607.9625,2025-01-26 00:30:00,2402,359.99999998603016
2402,104607.9625,2025-01-26 00:30:00,BUY,1,1.2,104607.9525,104607.9925,66.66666666666666,SL,104569.175,2025-01-26 00:45:00,2403,-119.99999993713573
2403,104569.175,2025-01-26 00:45:00,SELL,-1,1.2,104569.185,104569.145,66.66666666666666,TP,104535.45,2025-01-26 01:00:00,2404,359.99999998603016
2404,104535.45,2025-01-26 01:00:00,BUY,1,1.2,104535.44,104535.48,66.66666666666666,TP,104591.2025,2025-01-26 01:15:00,2405,359.99999998603016
2414,104869.2325,2025-01-26 03:30:00,BUY,1,1.2,104869.2225,104869.2625,66.66666666666666,TP,105039.9775,2025-01-26 03:45:00,2415,359.99999998603016
2415,105039.9775,2025-01-26 03:45:00,SELL,-1,1.2,105039.98749999999,105039.9475,66.66666666666666,TP,105017.9725,2025-01-26 04:00:00,2416,359.99999998603016
2421,105065.585,2025-01-26 05:15:00,BUY,1,1.2,105065.57500000001,105065.615,66.66666666666666,SL,105016.1875,2025-01-26 05:30:00,2422,-119.99999993713573
2422,105016.1875,2025-01-26 05:30:00,BUY,1,1.2,105016.1775,105016.2175,100.0,TP,105066.7725,2025-01-26 05:45:00,2423,359.99999998603016
2426,104972.3425,2025-01-26 06:30:00,BUY,1,1.2,104972.3325,104972.3725,66.66666666666666,SL,104950.045,2025-01-26 06:45:00,2427,-119.99999993713573
2427,104950.045,2025-01-26 06:45:00,SELL,-1,1.2,104950.055,104950.015,66.66666666666666,TP,104939.005,2025-01-26 07:00:00,2428,359.99999998603016
2428,104939.005,2025-01-26 07:00:00,BUY,1,1.2,104938.99500000001,104939.035,66.66666666666666,TP,104944.005,2025-01-26 07:15:00,2429,359.99999998603016
2433,105003.5325,2025-01-26 08:15:00,BUY,1,1.2,105003.5225,105003.5625,66.66666666666666,SL,104907.305,2025-01-26 08:30:00,2434,-119.99999993713573
2438,104623.995,2025-01-26 09:30:00,SELL,-1,1.2,104624.00499999999,104623.965,66.66666666666666,TP,104550.2825,2025-01-26 09:45:00,2439,359.99999998603016
2439,104550.2825,2025-01-26 09:45:00,BUY,1,1.2,104550.2725,104550.3125,66.66666666666666,TP,104604.6125,2025-01-26 10:00:00,2440,359.99999998603016
2445,104703.2375,2025-01-26 11:15:00,SELL,-1,1.2,104703.2475,104703.2075,66.66666666666666,TP,104667.59500000002,2025-01-26 11:30:00,2446,359.99999998603016
2452,104896.5275,2025-01-26 13:00:00,SELL,-1,1.2,104896.53749999999,104896.4975,66.66666666666666,TP,104894.5925,2025-01-26 13:15:00,2453,359.99999998603016
2457,104787.2225,2025-01-26 14:15:00,BUY,1,1.2,104787.21250000001,104787.2525,66.66666666666666,TP,104839.8275,2025-01-26 14:30:00,2458,359.99999998603016
2460,104900.01,2025-01-26 15:00:00,BUY,1,1.2,104900.0,104900.04,66.66666666666666,TP,104954.5475,2025-01-26 15:15:00,2461,359.99999998603016
2461,104954.5475,2025-01-26 15:15:00,SELL,-1,1.2,104954.5575,104954.5175,100.0,TP,104945.625,2025-01-26 15:30:00,2462,359.99999998603016
2464,104895.2925,2025-01-26 16:00:00,BUY,1,1.2,104895.2825,104895.3225,66.66666666666666,SL,104881.1025,2025-01-26 16:15:00,2465,-119.99999993713573
2465,104881.1025,2025-01-26 16:15:00,BUY,1,1.2,104881.0925,104881.13249999999,100.0,TP,104938.2525,2025-01-26 16:30:00,2466,359.99999998603016
2471,104937.0025,2025-01-26 17:45:00,BUY,1,1.2,104936.99250000001,104937.0325,66.66666666666666,TP,104982.665,2025-01-26 18:00:00,2472,359.99999998603016
2472,104982.665,2025-01-26 18:00:00,SELL,-1,1.2,104982.67499999999,104982.635,66.66666666666666,SL,105108.88,2025-01-26 18:15:00,2473,-119.99999993713573
2473,105108.88,2025-01-26 18:15:00,SELL,-1,1.2,105108.89,105108.85,66.66666666666666,SL,105143.5525,2025-01-26 18:30:00,2474,-119.99999993713573
2474,105143.5525,2025-01-26 18:30:00,SELL,-1,1.2,105143.5625,105143.5225,100.0,TP,105105.1775,2025-01-26 18:45:00,2475,359.99999998603016
2489,104404.8375,2025-01-26 22:15:00,BUY,1,1.2,104404.8275,104404.8675,66.66666666666666,TP,104554.92,2025-01-26 22:30:00,2490,359.99999998603016
2493,103060.58,2025-01-26 23:15:00,SELL,-1,1.2,103060.59,103060.55,66.66666666666666,TP,102906.3825,2025-01-26 23:30:00,2494,359.99999998603016
2494,102906.3825,2025-01-26 23:30:00,BUY,1,1.2,102906.37250000001,102906.4125,66.66666666666666,SL,102728.54,2025-01-26 23:45:00,2495,-119.99999993713573
2495,102728.54,2025-01-26 23:45:00,BUY,1,1.2,102728.53,102728.56999999999,100.0,TP,102733.1925,2025-01-27 00:00:00,2496,359.99999998603016
