entry_idx,entry_price,entry_time,entry_bar_time,direction,signal,lot_size,stop_loss,take_profit,tp_pips,cluster_density,confidence,open_bars,exit_idx,exit_price,exit_type,exit_time,pnl,days_open,bars_open
3681,96176.3825,2025-02-08 08:15:00,2025-02-08 08:15:00,SELL,-1,1.2,96176.3925,96176.33361111111,488.88888888888886,0.7222222222222222,100,0,3697,96049.0275,TP,2025-02-08 12:15:00,586.6666667279787,0,16
3745,96499.93,2025-02-09 00:15:00,2025-02-09 00:15:00,BUY,1,1.2,96499.92,96499.97888888889,488.88888888888886,0.7222222222222222,100,0,3761,97061.755,TP,2025-02-09 04:15:00,586.6666667279787,0,16
3764,97169.315,2025-02-09 05:00:00,2025-02-09 05:00:00,SELL,-1,1.2,97169.325,97169.26611111111,488.88888888888886,0.7222222222222222,100,0,3780,97017.635,TP,2025-02-09 09:00:00,586.6666667279787,0,16
3780,97017.635,2025-02-09 09:00:00,2025-02-09 09:00:00,SELL,-1,1.2,97017.64499999999,97017.5861111111,488.88888888888886,0.7222222222222222,100,0,3796,96488.2775,TP,2025-02-09 13:00:00,586.6666667279787,0,16
3842,96790.94,2025-02-10 00:30:00,2025-02-10 00:30:00,SELL,-1,1.2,96790.95,96790.89111111111,488.88888888888886,0.7222222222222222,100,0,3858,96790.95,SL,2025-02-10 04:30:00,-119.99999993713573,0,16
3858,96989.4675,2025-02-10 04:30:00,2025-02-10 04:30:00,BUY,1,1.2,96989.4575,96989.5163888889,488.88888888888886,0.7222222222222222,100,0,3874,97726.8475,TP,2025-02-10 08:30:00,586.6666667279787,0,16
3878,97609.19,2025-02-10 09:30:00,2025-02-10 09:30:00,BUY,1,1.2,97609.18000000001,97609.2388888889,488.88888888888886,0.7222222222222222,100,0,3894,97610.8425,TP,2025-02-10 13:30:00,586.6666667279787,0,16
3938,97907.0325,2025-02-11 00:30:00,2025-02-11 00:30:00,SELL,-1,1.2,97907.0425,97906.9836111111,488.88888888888886,0.7222222222222222,100,0,3954,97795.1575,TP,2025-02-11 04:30:00,586.6666667279787,0,16
3954,97795.1575,2025-02-11 04:30:00,2025-02-11 04:30:00,BUY,1,1.2,97795.1475,97795.2063888889,488.88888888888886,0.7222222222222222,100,0,3970,98200.2975,TP,2025-02-11 08:30:00,586.6666667279787,0,16
3972,98238.9575,2025-02-11 09:00:00,2025-02-11 09:00:00,SELL,-1,1.2,98238.9675,98238.90861111111,488.88888888888886,0.7222222222222222,100,0,3988,97734.0475,TP,2025-02-11 13:00:00,586.6666667279787,0,16
4032,95909.385,2025-02-12 00:00:00,2025-02-12 00:00:00,BUY,1,1.2,95909.375,95909.43388888889,488.88888888888886,0.7222222222222222,100,0,4048,95909.375,SL,2025-02-12 04:00:00,-119.99999993713573,0,16
4048,95392.6775,2025-02-12 04:00:00,2025-02-12 04:00:00,BUY,1,1.2,95392.66750000001,95392.7263888889,488.88888888888886,0.7222222222222222,100,0,4064,96213.2075,TP,2025-02-12 08:00:00,586.6666667279787,0,16
4065,96275.8325,2025-02-12 08:15:00,2025-02-12 08:15:00,SELL,-1,1.2,96275.8425,96275.78361111111,488.88888888888886,0.7222222222222222,100,0,4081,96275.8425,SL,2025-02-12 12:15:00,-119.99999993713573,0,16
4129,97609.14,2025-02-13 00:15:00,2025-02-13 00:15:00,SELL,-1,1.2,97609.15,97609.0911111111,488.88888888888886,0.7222222222222222,100,0,4145,97310.56,TP,2025-02-13 04:15:00,586.6666667279787,0,16
4145,97310.56,2025-02-13 04:15:00,2025-02-13 04:15:00,SELL,-1,1.2,97310.56999999999,97310.5111111111,488.88888888888886,0.7222222222222222,100,0,4161,96008.2075,TP,2025-02-13 08:15:00,586.6666667279787,0,16
4161,96008.2075,2025-02-13 08:15:00,2025-02-13 08:15:00,BUY,1,1.2,96008.19750000001,96008.2563888889,488.88888888888886,0.7222222222222222,100,0,4177,96008.19750000001,SL,2025-02-13 12:15:00,-119.99999993713573,0,16
4225,96752.1975,2025-02-14 00:15:00,2025-02-14 00:15:00,BUY,1,1.2,96752.1875,96752.24638888889,488.88888888888886,0.7222222222222222,100,0,4241,96916.8575,TP,2025-02-14 04:15:00,586.6666667279787,0,16
4241,96916.8575,2025-02-14 04:15:00,2025-02-14 04:15:00,SELL,-1,1.2,96916.8675,96916.8086111111,488.88888888888886,0.7222222222222222,100,0,4257,96916.8675,SL,2025-02-14 08:15:00,-119.99999993713573,0,16
4257,96917.8475,2025-02-14 08:15:00,2025-02-14 08:15:00,BUY,1,1.2,96917.83750000001,96917.8963888889,488.88888888888886,0.7222222222222222,100,0,4273,96917.83750000001,SL,2025-02-14 12:15:00,-119.99999993713573,0,16
4323,97413.9,2025-02-15 00:45:00,2025-02-15 00:45:00,BUY,1,1.2,97413.89,97413.94888888889,488.88888888888886,0.7222222222222222,100,0,4339,97458.31,TP,2025-02-15 04:45:00,586.6666667279787,0,16
4339,97458.31,2025-02-15 04:45:00,2025-02-15 04:45:00,SELL,-1,1.2,97458.31999999999,97458.2611111111,488.88888888888886,0.7222222222222222,100,0,4355,97454.275,TP,2025-02-15 08:45:00,586.6666667279787,0,16
4364,97539.7375,2025-02-15 11:00:00,2025-02-15 11:00:00,SELL,-1,1.2,97539.7475,97539.68861111111,488.88888888888886,0.7222222222222222,100,0,4380,97539.7475,SL,2025-02-15 15:00:00,-119.99999993713573,0,16
4417,97600.5,2025-02-16 00:15:00,2025-02-16 00:15:00,SELL,-1,1.2,97600.51,97600.4511111111,488.88888888888886,0.7222222222222222,100,0,4433,97460.29,TP,2025-02-16 04:15:00,586.6666667279787,0,16
4434,97459.63,2025-02-16 04:30:00,2025-02-16 04:30:00,SELL,-1,1.2,97459.64,97459.58111111111,488.88888888888886,0.7222222222222222,100,0,4450,97204.995,TP,2025-02-16 08:30:00,586.6666667279787,0,16
4451,97147.7925,2025-02-16 08:45:00,2025-02-16 08:45:00,SELL,-1,1.2,97147.80249999999,97147.7436111111,488.88888888888886,0.7222222222222222,100,0,4467,97111.2575,TP,2025-02-16 12:45:00,586.6666667279787,0,16
4512,96172.8475,2025-02-17 00:00:00,2025-02-17 00:00:00,BUY,1,1.2,96172.83750000001,96172.8963888889,488.88888888888886,0.7222222222222222,100,0,4528,96172.83750000001,SL,2025-02-17 04:00:00,-119.99999993713573,0,16
4528,96160.07,2025-02-17 04:00:00,2025-02-17 04:00:00,BUY,1,1.2,96160.06000000001,96160.1188888889,488.88888888888886,0.7222222222222222,100,0,4544,96160.06000000001,SL,2025-02-17 08:00:00,-119.99999993713573,0,16
4544,96145.565,2025-02-17 08:00:00,2025-02-17 08:00:00,BUY,1,1.2,96145.55500000001,96145.6138888889,488.88888888888886,0.7222222222222222,100,0,4560,96187.7075,TP,2025-02-17 12:00:00,586.6666667279787,0,16
4608,95924.655,2025-02-18 00:00:00,2025-02-18 00:00:00,BUY,1,1.2,95924.645,95924.7038888889,488.88888888888886,0.7222222222222222,100,0,4624,96302.7675,TP,2025-02-18 04:00:00,586.6666667279787,0,16
4624,96302.7675,2025-02-18 04:00:00,2025-02-18 04:00:00,SELL,-1,1.2,96302.7775,96302.71861111111,488.88888888888886,0.7222222222222222,100,0,4640,95381.88,TP,2025-02-18 08:00:00,586.6666667279787,0,16
4640,95381.88,2025-02-18 08:00:00,2025-02-18 08:00:00,BUY,1,1.2,95381.87000000001,95381.9288888889,488.88888888888886,0.7222222222222222,100,0,4656,95722.855,TP,2025-02-18 12:00:00,586.6666667279787,0,16
4706,95528.8875,2025-02-19 00:30:00,2025-02-19 00:30:00,BUY,1,1.2,95528.8775,95528.93638888889,488.88888888888886,0.7222222222222222,100,0,4722,95528.8775,SL,2025-02-19 04:30:00,-119.99999993713573,0,16
4722,95504.06,2025-02-19 04:30:00,2025-02-19 04:30:00,BUY,1,1.2,95504.05,95504.10888888889,488.88888888888886,0.7222222222222222,100,0,4738,95823.74,TP,2025-02-19 08:30:00,586.6666667279787,0,16
4738,95823.74,2025-02-19 08:30:00,2025-02-19 08:30:00,BUY,1,1.2,95823.73000000001,95823.7888888889,488.88888888888886,0.7222222222222222,100,0,4754,96379.38999999998,TP,2025-02-19 12:30:00,586.6666667279787,0,16
4800,96610.4825,2025-02-20 00:00:00,2025-02-20 00:00:00,BUY,1,1.2,96610.4725,96610.53138888889,488.88888888888886,0.7222222222222222,100,0,4816,97105.4775,TP,2025-02-20 04:00:00,586.6666667279787,0,16
4819,97221.4075,2025-02-20 04:45:00,2025-02-20 04:45:00,SELL,-1,1.2,97221.4175,97221.3586111111,488.88888888888886,0.7222222222222222,100,0,4835,97105.325,TP,2025-02-20 08:45:00,586.6666667279787,0,16
4835,97105.325,2025-02-20 08:45:00,2025-02-20 08:45:00,BUY,1,1.2,97105.315,97105.37388888889,488.88888888888886,0.7222222222222222,100,0,4851,97447.935,TP,2025-02-20 12:45:00,586.6666667279787,0,16
4896,98389.115,2025-02-21 00:00:00,2025-02-21 00:00:00,SELL,-1,1.2,98389.125,98389.06611111111,488.88888888888886,0.7222222222222222,100,0,4912,98180.3825,TP,2025-02-21 04:00:00,586.6666667279787,0,16
4912,98180.3825,2025-02-21 04:00:00,2025-02-21 04:00:00,BUY,1,1.2,98180.37250000001,98180.4313888889,488.88888888888886,0.7222222222222222,100,0,4928,98209.085,TP,2025-02-21 08:00:00,586.6666667279787,0,16
4928,98209.085,2025-02-21 08:00:00,2025-02-21 08:00:00,BUY,1,1.2,98209.07500000001,98209.1338888889,488.88888888888886,0.7222222222222222,100,0,4944,98620.99,TP,2025-02-21 12:00:00,586.6666667279787,0,16
4992,96086.655,2025-02-22 00:00:00,2025-02-22 00:00:00,SELL,-1,1.2,96086.665,96086.6061111111,488.88888888888886,0.7222222222222222,100,0,5008,96086.665,SL,2025-02-22 04:00:00,-119.99999993713573,0,16
5008,96396.2175,2025-02-22 04:00:00,2025-02-22 04:00:00,BUY,1,1.2,96396.2075,96396.2663888889,488.88888888888886,0.7222222222222222,100,0,5024,96396.2075,SL,2025-02-22 08:00:00,-119.99999993713573,0,16
5026,96258.53,2025-02-22 08:30:00,2025-02-22 08:30:00,BUY,1,1.2,96258.52,96258.5788888889,488.88888888888886,0.7222222222222222,100,0,5042,96722.6225,TP,2025-02-22 12:30:00,586.6666667279787,0,16
5088,96586.4225,2025-02-23 00:00:00,2025-02-23 00:00:00,SELL,-1,1.2,96586.4325,96586.3736111111,488.88888888888886,0.7222222222222222,100,0,5104,96501.3975,TP,2025-02-23 04:00:00,586.6666667279787,0,16
5104,96501.3975,2025-02-23 04:00:00,2025-02-23 04:00:00,SELL,-1,1.2,96501.4075,96501.34861111111,488.88888888888886,0.7222222222222222,100,0,5120,96501.4075,SL,2025-02-23 08:00:00,-119.99999993713573,0,16
5120,96538.0325,2025-02-23 08:00:00,2025-02-23 08:00:00,SELL,-1,1.2,96538.0425,96537.9836111111,488.88888888888886,0.7222222222222222,100,0,5136,96118.775,TP,2025-02-23 12:00:00,586.6666667279787,0,16
5185,96479.825,2025-02-24 00:15:00,2025-02-24 00:15:00,SELL,-1,1.2,96479.83499999999,96479.7761111111,488.88888888888886,0.7222222222222222,100,0,5201,95417.94,TP,2025-02-24 04:15:00,586.6666667279787,0,16
5201,95417.94,2025-02-24 04:15:00,2025-02-24 04:15:00,BUY,1,1.2,95417.93000000001,95417.9888888889,488.88888888888886,0.7222222222222222,100,0,5217,95640.265,TP,2025-02-24 08:15:00,586.6666667279787,0,16
5218,95537.845,2025-02-24 08:30:00,2025-02-24 08:30:00,BUY,1,1.2,95537.835,95537.8938888889,488.88888888888886,0.7222222222222222,100,0,5234,95944.875,TP,2025-02-24 12:30:00,586.6666667279787,0,16
5280,91389.5625,2025-02-25 00:00:00,2025-02-25 00:00:00,BUY,1,1.2,91389.5525,91389.6113888889,488.88888888888886,0.7222222222222222,100,0,5296,92117.75,TP,2025-02-25 04:00:00,586.6666667279787,0,16
5298,92161.8875,2025-02-25 04:30:00,2025-02-25 04:30:00,SELL,-1,1.2,92161.89749999999,92161.8386111111,488.88888888888886,0.7222222222222222,100,0,5314,89785.04,TP,2025-02-25 08:30:00,586.6666667279787,0,16
5315,89603.7625,2025-02-25 08:45:00,2025-02-25 08:45:00,SELL,-1,1.2,89603.77249999999,89603.7136111111,488.88888888888886,0.7222222222222222,100,0,5331,89190.1925,TP,2025-02-25 12:45:00,586.6666667279787,0,16
5376,88521.54000000001,2025-02-26 00:00:00,2025-02-26 00:00:00,BUY,1,1.2,88521.53000000001,88521.5888888889,488.88888888888886,0.7222222222222222,100,0,5392,88893.09,TP,2025-02-26 04:00:00,586.6666667279787,0,16
5400,88493.7475,2025-02-26 06:00:00,2025-02-26 06:00:00,BUY,1,1.2,88493.7375,88493.79638888889,488.88888888888886,0.7222222222222222,100,0,5416,89055.8,TP,2025-02-26 10:00:00,586.6666667279787,0,16
5417,89012.4475,2025-02-26 10:15:00,2025-02-26 10:15:00,SELL,-1,1.2,89012.45749999999,89012.3986111111,488.88888888888886,0.7222222222222222,100,0,5433,86053.3325,TP,2025-02-26 14:15:00,586.6666667279787,0,16
5472,84322.86499999999,2025-02-27 00:00:00,2025-02-27 00:00:00,BUY,1,1.2,84322.855,84322.91388888888,488.88888888888886,0.7222222222222222,100,0,5488,85167.18250000001,TP,2025-02-27 04:00:00,586.6666667279787,0,16
5490,84916.64000000001,2025-02-27 04:30:00,2025-02-27 04:30:00,BUY,1,1.2,84916.63000000002,84916.68888888891,488.88888888888886,0.7222222222222222,100,0,5506,85973.65000000001,TP,2025-02-27 08:30:00,586.6666667279787,0,16
5506,85973.65000000001,2025-02-27 08:30:00,2025-02-27 08:30:00,BUY,1,1.2,85973.64000000001,85973.6988888889,488.88888888888886,0.7222222222222222,100,0,5522,86507.95999999999,TP,2025-02-27 12:30:00,586.6666667279787,0,16
5568,84647.965,2025-02-28 00:00:00,2025-02-28 00:00:00,SELL,-1,1.2,84647.97499999999,84647.9161111111,488.88888888888886,0.7222222222222222,100,0,5584,80099.33499999999,TP,2025-02-28 04:00:00,586.6666667279787,0,16
5588,80164.3075,2025-02-28 05:00:00,2025-02-28 05:00:00,SELL,-1,1.2,80164.31749999999,80164.2586111111,488.88888888888886,0.7222222222222222,100,0,5604,79104.82,TP,2025-02-28 09:00:00,586.6666667279787,0,16
5604,79104.82,2025-02-28 09:00:00,2025-02-28 09:00:00,BUY,1,1.2,79104.81000000001,79104.8688888889,488.88888888888886,0.7222222222222222,100,0,5620,80969.175,TP,2025-02-28 13:00:00,586.6666667279787,0,16
5668,83945.46,2025-03-01 01:00:00,2025-03-01 01:00:00,BUY,1,1.2,83945.45000000001,83945.5088888889,488.88888888888886,0.7222222222222222,100,0,5684,86101.0475,TP,2025-03-01 05:00:00,586.6666667279787,0,16
5684,86101.0475,2025-03-01 05:00:00,2025-03-01 05:00:00,SELL,-1,1.2,86101.0575,86100.9986111111,488.88888888888886,0.7222222222222222,100,0,5700,85375.1875,TP,2025-03-01 09:00:00,586.6666667279787,0,16
5700,85375.1875,2025-03-01 09:00:00,2025-03-01 09:00:00,BUY,1,1.2,85375.1775,85375.2363888889,488.88888888888886,0.7222222222222222,100,0,5716,85375.1775,SL,2025-03-01 13:00:00,-119.99999993713573,0,16
5761,86004.34,2025-03-02 00:15:00,2025-03-02 00:15:00,SELL,-1,1.2,86004.34999999999,86004.2911111111,488.88888888888886,0.7222222222222222,100,0,5777,85694.535,TP,2025-03-02 04:15:00,586.6666667279787,0,16
5778,85698.6675,2025-03-02 04:30:00,2025-03-02 04:30:00,BUY,1,1.2,85698.6575,85698.71638888889,488.88888888888886,0.7222222222222222,100,0,5794,85800.0175,TP,2025-03-02 08:30:00,586.6666667279787,0,16
5795,85811.2375,2025-03-02 08:45:00,2025-03-02 08:45:00,BUY,1,1.2,85811.22750000001,85811.2863888889,488.88888888888886,0.7222222222222222,100,0,5811,85939.055,TP,2025-03-02 12:45:00,586.6666667279787,0,16
5856,93997.135,2025-03-03 00:00:00,2025-03-03 00:00:00,SELL,-1,1.2,93997.14499999999,93997.0861111111,488.88888888888886,0.7222222222222222,100,0,5872,92683.475,TP,2025-03-03 04:00:00,586.6666667279787,0,16
5875,92813.07,2025-03-03 04:45:00,2025-03-03 04:45:00,BUY,1,1.2,92813.06000000001,92813.1188888889,488.88888888888886,0.7222222222222222,100,0,5891,92813.06000000001,SL,2025-03-03 08:45:00,-119.99999993713573,0,16
5891,91641.79499999998,2025-03-03 08:45:00,2025-03-03 08:45:00,BUY,1,1.2,91641.78499999999,91641.84388888888,488.88888888888886,0.7222222222222222,100,0,5907,93058.9525,TP,2025-03-03 12:45:00,586.6666667279787,0,16
5952,86179.39499999999,2025-03-04 00:00:00,2025-03-04 00:00:00,SELL,-1,1.2,86179.40499999998,86179.3461111111,488.88888888888886,0.7222222222222222,100,0,5968,83921.83,TP,2025-03-04 04:00:00,586.6666667279787,0,16
5970,83767.39249999999,2025-03-04 04:30:00,2025-03-04 04:30:00,SELL,-1,1.2,83767.40249999998,83767.3436111111,488.88888888888886,0.7222222222222222,100,0,5986,83710.4075,TP,2025-03-04 08:30:00,586.6666667279787,0,16
5986,83710.4075,2025-03-04 08:30:00,2025-03-04 08:30:00,BUY,1,1.2,83710.3975,83710.4563888889,488.88888888888886,0.7222222222222222,100,0,6002,83710.3975,SL,2025-03-04 12:30:00,-119.99999993713573,0,16
6048,87126.36,2025-03-05 00:00:00,2025-03-05 00:00:00,BUY,1,1.2,87126.35,87126.4088888889,488.88888888888886,0.7222222222222222,100,0,6064,87126.35,SL,2025-03-05 04:00:00,-119.99999993713573,0,16
6064,86940.8,2025-03-05 04:00:00,2025-03-05 04:00:00,BUY,1,1.2,86940.79000000001,86940.8488888889,488.88888888888886,0.7222222222222222,100,0,6080,87647.5225,TP,2025-03-05 08:00:00,586.6666667279787,0,16
6080,87647.5225,2025-03-05 08:00:00,2025-03-05 08:00:00,BUY,1,1.2,87647.51250000001,87647.5713888889,488.88888888888886,0.7222222222222222,100,0,6096,90095.8175,TP,2025-03-05 12:00:00,586.6666667279787,0,16
6145,90469.6275,2025-03-06 00:15:00,2025-03-06 00:15:00,BUY,1,1.2,90469.61750000001,90469.6763888889,488.88888888888886,0.7222222222222222,100,0,6161,91759.085,TP,2025-03-06 04:15:00,586.6666667279787,0,16
6168,92625.865,2025-03-06 06:00:00,2025-03-06 06:00:00,SELL,-1,1.2,92625.875,92625.81611111111,488.88888888888886,0.7222222222222222,100,0,6184,90864.5325,TP,2025-03-06 10:00:00,586.6666667279787,0,16
6185,91349.7675,2025-03-06 10:15:00,2025-03-06 10:15:00,BUY,1,1.2,91349.7575,91349.8163888889,488.88888888888886,0.7222222222222222,100,0,6201,91349.7575,SL,2025-03-06 14:15:00,-119.99999993713573,0,16
6241,88572.2175,2025-03-07 00:15:00,2025-03-07 00:15:00,SELL,-1,1.2,88572.2275,88572.1686111111,488.88888888888886,0.7222222222222222,100,0,6257,87359.3375,TP,2025-03-07 04:15:00,586.6666667279787,0,16
6257,87359.3375,2025-03-07 04:15:00,2025-03-07 04:15:00,BUY,1,1.2,87359.3275,87359.38638888889,488.88888888888886,0.7222222222222222,100,0,6273,88166.97750000001,TP,2025-03-07 08:15:00,586.6666667279787,0,16
6273,88166.97750000001,2025-03-07 08:15:00,2025-03-07 08:15:00,BUY,1,1.2,88166.96750000001,88167.0263888889,488.88888888888886,0.7222222222222222,100,0,6289,89164.67749999999,TP,2025-03-07 12:15:00,586.6666667279787,0,16
6336,86706.2275,2025-03-08 00:00:00,2025-03-08 00:00:00,SELL,-1,1.2,86706.23749999999,86706.1786111111,488.88888888888886,0.7222222222222222,100,0,6352,85891.4475,TP,2025-03-08 04:00:00,586.6666667279787,0,16
6352,85891.4475,2025-03-08 04:00:00,2025-03-08 04:00:00,BUY,1,1.2,85891.4375,85891.49638888889,488.88888888888886,0.7222222222222222,100,0,6368,86176.39749999999,TP,2025-03-08 08:00:00,586.6666667279787,0,16
6370,86182.175,2025-03-08 08:30:00,2025-03-08 08:30:00,SELL,-1,1.2,86182.185,86182.12611111111,488.88888888888886,0.7222222222222222,100,0,6386,86182.185,SL,2025-03-08 12:30:00,-119.99999993713573,0,16
6433,86350.71250000001,2025-03-09 00:15:00,2025-03-09 00:15:00,SELL,-1,1.2,86350.7225,86350.66361111111,488.88888888888886,0.7222222222222222,100,0,6449,86061.35,TP,2025-03-09 04:15:00,586.6666667279787,0,16
6452,86066.055,2025-03-09 05:00:00,2025-03-09 05:00:00,SELL,-1,1.2,86066.06499999999,86066.0061111111,488.88888888888886,0.7222222222222222,100,0,6468,85812.81,TP,2025-03-09 09:00:00,586.6666667279787,0,16
6468,85812.81,2025-03-09 09:00:00,2025-03-09 09:00:00,SELL,-1,1.2,85812.81999999999,85812.7611111111,488.88888888888886,0.7222222222222222,100,0,6484,84555.0225,TP,2025-03-09 13:00:00,586.6666667279787,0,16
6528,80943.84999999999,2025-03-10 00:00:00,2025-03-10 00:00:00,BUY,1,1.2,80943.84,80943.89888888889,488.88888888888886,0.7222222222222222,100,0,6544,82197.3,TP,2025-03-10 04:00:00,586.6666667279787,0,16
6544,82197.3,2025-03-10 04:00:00,2025-03-10 04:00:00,BUY,1,1.2,82197.29000000001,82197.3488888889,488.88888888888886,0.7222222222222222,100,0,6560,82215.465,TP,2025-03-10 08:00:00,586.6666667279787,0,16
6560,82215.465,2025-03-10 08:00:00,2025-03-10 08:00:00,SELL,-1,1.2,82215.47499999999,82215.4161111111,488.88888888888886,0.7222222222222222,100,0,6576,82215.47499999999,SL,2025-03-10 12:00:00,-119.99999993713573,0,16
6624,78833.7475,2025-03-11 00:00:00,2025-03-11 00:00:00,BUY,1,1.2,78833.7375,78833.79638888889,488.88888888888886,0.7222222222222222,100,0,6640,79741.45,TP,2025-03-11 04:00:00,586.6666667279787,0,16
6640,79741.45,2025-03-11 04:00:00,2025-03-11 04:00:00,BUY,1,1.2,79741.44,79741.49888888889,488.88888888888886,0.7222222222222222,100,0,6656,80705.72,TP,2025-03-11 08:00:00,586.6666667279787,0,16
6656,80705.72,2025-03-11 08:00:00,2025-03-11 08:00:00,BUY,1,1.2,80705.71,80705.7688888889,488.88888888888886,0.7222222222222222,100,0,6672,81594.55,TP,2025-03-11 12:00:00,586.6666667279787,0,16
6720,82849.2325,2025-03-12 00:00:00,2025-03-12 00:00:00,BUY,1,1.2,82849.2225,82849.28138888889,488.88888888888886,0.7222222222222222,100,0,6736,82849.2225,SL,2025-03-12 04:00:00,-119.99999993713573,0,16
6737,81996.2275,2025-03-12 04:15:00,2025-03-12 04:15:00,BUY,1,1.2,81996.2175,81996.27638888889,488.88888888888886,0.7222222222222222,100,0,6753,82535.14,TP,2025-03-12 08:15:00,586.6666667279787,0,16
6753,82535.14,2025-03-12 08:15:00,2025-03-12 08:15:00,BUY,1,1.2,82535.13,82535.1888888889,488.88888888888886,0.7222222222222222,100,0,6769,83216.2725,TP,2025-03-12 12:15:00,586.6666667279787,0,16
6816,83706.97750000001,2025-03-13 00:00:00,2025-03-13 00:00:00,SELL,-1,1.2,83706.9875,83706.92861111111,488.88888888888886,0.7222222222222222,100,0,6832,83599.49250000001,TP,2025-03-13 04:00:00,586.6666667279787,0,16
6832,83599.49250000001,2025-03-13 04:00:00,2025-03-13 04:00:00,BUY,1,1.2,83599.48250000001,83599.5413888889,488.88888888888886,0.7222222222222222,100,0,6848,83599.48250000001,SL,2025-03-13 08:00:00,-119.99999993713573,0,16
6848,83152.7825,2025-03-13 08:00:00,2025-03-13 08:00:00,BUY,1,1.2,83152.7725,83152.8313888889,488.88888888888886,0.7222222222222222,100,0,6864,83152.7725,SL,2025-03-13 12:00:00,-119.99999993713573,0,16
6912,81074.0025,2025-03-14 00:00:00,2025-03-14 00:00:00,BUY,1,1.2,81073.99250000001,81074.0513888889,488.88888888888886,0.7222222222222222,100,0,6928,81960.8275,TP,2025-03-14 04:00:00,586.6666667279787,0,16
6928,81960.8275,2025-03-14 04:00:00,2025-03-14 04:00:00,BUY,1,1.2,81960.8175,81960.8763888889,488.88888888888886,0.7222222222222222,100,0,6944,82256.14749999999,TP,2025-03-14 08:00:00,586.6666667279787,0,16
6944,82256.14749999999,2025-03-14 08:00:00,2025-03-14 08:00:00,BUY,1,1.2,82256.1375,82256.19638888889,488.88888888888886,0.7222222222222222,100,0,6960,83298.88,TP,2025-03-14 12:00:00,586.6666667279787,0,16
7008,84074.54250000001,2025-03-15 00:00:00,2025-03-15 00:00:00,BUY,1,1.2,84074.53250000002,84074.5913888889,488.88888888888886,0.7222222222222222,100,0,7024,84460.23,TP,2025-03-15 04:00:00,586.6666667279787,0,16
7026,84464.1475,2025-03-15 04:30:00,2025-03-15 04:30:00,BUY,1,1.2,84464.13750000001,84464.1963888889,488.88888888888886,0.7222222222222222,100,0,7042,84464.13750000001,SL,2025-03-15 08:30:00,-119.99999993713573,0,16
7045,83783.3375,2025-03-15 09:15:00,2025-03-15 09:15:00,BUY,1,1.2,83783.3275,83783.38638888889,488.88888888888886,0.7222222222222222,100,0,7061,84314.72499999999,TP,2025-03-15 13:15:00,586.6666667279787,0,16
7104,84334.5925,2025-03-16 00:00:00,2025-03-16 00:00:00,SELL,-1,1.2,84334.6025,84334.5436111111,488.88888888888886,0.7222222222222222,100,0,7120,84334.6025,SL,2025-03-16 04:00:00,-119.99999993713573,0,16
7124,84378.64,2025-03-16 05:00:00,2025-03-16 05:00:00,SELL,-1,1.2,84378.65,84378.5911111111,488.88888888888886,0.7222222222222222,100,0,7140,84240.12999999999,TP,2025-03-16 09:00:00,586.6666667279787,0,16
7141,84101.48000000001,2025-03-16 09:15:00,2025-03-16 09:15:00,SELL,-1,1.2,84101.49,84101.43111111112,488.88888888888886,0.7222222222222222,100,0,7157,82949.7425,TP,2025-03-16 13:15:00,586.6666667279787,0,16
7200,82677.51999999999,2025-03-17 00:00:00,2025-03-17 00:00:00,BUY,1,1.2,82677.51,82677.56888888888,488.88888888888886,0.7222222222222222,100,0,7216,83749.6325,TP,2025-03-17 04:00:00,586.6666667279787,0,16
7216,83749.6325,2025-03-17 04:00:00,2025-03-17 04:00:00,BUY,1,1.2,83749.62250000001,83749.6813888889,488.88888888888886,0.7222222222222222,100,0,7232,83749.62250000001,SL,2025-03-17 08:00:00,-119.99999993713573,0,16
7232,83463.20999999999,2025-03-17 08:00:00,2025-03-17 08:00:00,SELL,-1,1.2,83463.21999999999,83463.1611111111,488.88888888888886,0.7222222222222222,100,0,7248,83463.21999999999,SL,2025-03-17 12:00:00,-119.99999993713573,0,16
7298,83773.3425,2025-03-18 00:30:00,2025-03-18 00:30:00,BUY,1,1.2,83773.3325,83773.3913888889,488.88888888888886,0.7222222222222222,100,0,7314,83773.3325,SL,2025-03-18 04:30:00,-119.99999993713573,0,16
7314,83087.315,2025-03-18 04:30:00,2025-03-18 04:30:00,BUY,1,1.2,83087.30500000001,83087.3638888889,488.88888888888886,0.7222222222222222,100,0,7330,83328.30249999999,TP,2025-03-18 08:30:00,586.6666667279787,0,16
7330,83328.30249999999,2025-03-18 08:30:00,2025-03-18 08:30:00,BUY,1,1.2,83328.2925,83328.35138888888,488.88888888888886,0.7222222222222222,100,0,7346,83328.2925,SL,2025-03-18 12:30:00,-119.99999993713573,0,16
7392,82724.45749999999,2025-03-19 00:00:00,2025-03-19 00:00:00,BUY,1,1.2,82724.4475,82724.50638888888,488.88888888888886,0.7222222222222222,100,0,7408,83006.10500000001,TP,2025-03-19 04:00:00,586.6666667279787,0,16
7409,82899.0,2025-03-19 04:15:00,2025-03-19 04:15:00,BUY,1,1.2,82898.99,82899.0488888889,488.88888888888886,0.7222222222222222,100,0,7425,83405.39749999999,TP,2025-03-19 08:15:00,586.6666667279787,0,16
